word,wordvec,word_label
唯品,"[-0.004526549018919468, 0.01655385084450245, 0.006039108149707317, -0.00682581914588809, 0.025940585881471634, -0.010595030151307583, 0.00891696847975254, -0.020492877811193466, -0.00860899593681097, 0.00017051656323019415, 0.006488918326795101, -0.0034237459767609835, 0.007014482747763395, 0.018581073731184006, -0.03208179399371147, -0.006868337746709585, -0.01562725566327572, -0.020133601501584053, -0.012084469199180603, -0.035856060683727264, 0.00139198312535882, -0.0004900205531157553, -0.009668841026723385, 0.008138243108987808, -0.006516268011182547, -0.026657184585928917, 0.0018062290037050843, -0.03779388591647148, 0.003948958124965429, 0.010475356131792068, -0.0033549440558999777, -0.011822897009551525, -0.01266245823353529, 0.027494482696056366, -0.0015308123547583818, -0.01553451456129551, -0.01296965405344963, 0.015156877227127552, -0.0025470613036304712, 0.0029952891636639833, 0.01784803904592991, -0.0002781587827485055, -0.017097726464271545, 0.007995376363396645, -0.009099489077925682, 0.018917955458164215, -0.019971512258052826, 0.008381679654121399, -0.01117257121950388, 0.00873163528740406, -0.016168801113963127, -0.013534321449697018, -0.003021910786628723, 0.010038187727332115, 0.007251570001244545, 0.007393325679004192, -0.000712441629730165, 0.0021307726856321096, -0.004001580644398928, -0.0188074242323637, -0.014895204454660416, -0.006782142911106348, 0.007421193644404411, -0.02689545974135399, -0.020248444750905037, 0.0041982089169323444, 0.0039340779185295105, 0.02397233061492443, 0.028410257771611214, -0.001322499243542552, 0.011810369789600372, 0.003885001642629504, -0.017262104898691177, 0.02091282419860363, 0.0019087971886619925, 0.019166158512234688, 0.029300827533006668, 0.02982661873102188, 0.008317128755152225, -0.007754635531455278, 0.014928378164768219, -0.003532995702698827, -0.019633248448371887, -0.015048431232571602, 0.01837574504315853, 0.012980280444025993, -0.006796856876462698, 0.0245260838419199, -0.00555212190374732, -0.004442520439624786, 0.007131154648959637, 0.010847058147192001, -0.01514580100774765, 0.040237244218587875, -0.005037129856646061, 0.0004883611109107733, -0.005122669041156769, 0.01482084859162569, -0.013426994904875755, -0.017294999212026596]",0
两块钱,"[0.014379060827195644, 0.009918826632201672, 0.0031389365904033184, -0.011361056007444859, 0.03049168549478054, -0.003657788271084428, 0.010936912149190903, -0.01138684805482626, -0.01538639422506094, -0.005986337549984455, -0.005193416494876146, -0.005531779956072569, 0.003737859893590212, 0.015355323441326618, -0.009568853303790092, 0.0024640224874019623, -0.014385637827217579, -0.018170859664678574, -0.004683380480855703, -0.011040513403713703, -0.00588045222684741, -0.0036249584518373013, -0.019565235823392868, -0.005345642101019621, -0.021857982501387596, -0.012085902504622936, 0.0031724227592349052, -0.03075992316007614, 0.0013626555446535349, 0.022512121126055717, -0.0008356679463759065, -0.008754696696996689, -0.0008780645439401269, 0.023370683193206787, -0.0034659954253584146, -0.007823013700544834, -0.013130237348377705, 0.02680104225873947, -0.006318203639239073, 0.011140617541968822, 0.02394768036901951, 0.0157459806650877, -0.022421905770897865, -0.0010694393422454596, -0.0012386995367705822, 0.031959909945726395, -0.009899682365357876, 0.0033583720214664936, -0.009353265166282654, 0.005249478854238987, -0.007423733361065388, 0.009177627973258495, 0.0177067369222641, 0.013376862742006779, 0.004976070020347834, -0.00933416374027729, 0.0014062296831980348, 0.022538410499691963, 0.012562221847474575, -0.007949738763272762, -0.017991075292229652, -0.007668907288461924, -0.00040235419874079525, -0.02267216145992279, -0.021618319675326347, 0.008380898274481297, -0.012580295093357563, 0.009154964238405228, 0.025465600192546844, -0.004761515185236931, -0.005214025266468525, 0.016912369057536125, -0.027224276214838028, 0.015667172148823738, 0.006342935375869274, 0.002330986550077796, 0.022915763780474663, 0.01248983759433031, -0.012805749662220478, -0.002204746473580599, 0.001302834483794868, 0.012865629978477955, -0.0045224991627037525, -0.016269179061055183, -0.0072014243341982365, 0.022287698462605476, -0.00045945958117954433, 0.02021610736846924, 0.0036679331678897142, -0.0011024810373783112, -0.008672578260302544, 0.0026306952349841595, -0.02321751043200493, 0.02673201821744442, 0.002296456601470709, -0.03155970200896263, -0.0003052764222957194, 0.013933283276855946, -0.0018044027965515852, -0.02014263905584812]",0
明明,"[-0.008756931871175766, 0.01483813114464283, -0.019147964194417, -0.03680036589503288, 0.05512326955795288, -0.012314760126173496, 0.013387764804065228, -0.028322573751211166, -0.006258621346205473, -0.013975868932902813, -0.006758460309356451, -0.016907483339309692, 0.0023302468471229076, 0.003651523729786277, -0.010908138938248158, -0.011060071177780628, -0.01672988384962082, -0.025032736361026764, -0.014395292848348618, -0.03362082690000534, -0.020510414615273476, -0.006992551498115063, -0.027393372729420662, 0.019275229424238205, -0.05516299977898598, -0.041880082339048386, -0.015445775352418423, -0.03463251143693924, 0.015130245126783848, 0.0520276203751564, -0.006877032108604908, -0.020177509635686874, -0.016144609078764915, 0.0391036681830883, -0.029673678800463676, -0.01702580414712429, -0.014578762464225292, 0.04372382164001465, -0.02733960933983326, 0.029278630390763283, 0.035225775092840195, 0.0454544723033905, -0.06780822575092316, 0.008235535584390163, 0.019603414461016655, 0.05271706357598305, -0.022470692172646523, 0.011826368048787117, -0.037272799760103226, 0.011849998496472836, -0.033432383090257645, 0.024180075153708458, 0.026975978165864944, 0.03820561245083809, 0.006880120374262333, -0.017577875405550003, -0.0155834024772048, 0.050344787538051605, 0.037716642022132874, -0.02188815362751484, -0.025640442967414856, -0.020694462582468987, -0.0009631976718083024, -0.04671251028776169, -0.037929438054561615, 0.013191429898142815, -0.015471591614186764, 0.029092375189065933, 0.04803358018398285, -0.010089647024869919, 0.009340334683656693, 0.03740445896983147, -0.04974919930100441, 0.04851948842406273, -0.0004973560571670532, -0.021551482379436493, 0.03851307928562164, 0.025828668847680092, -0.02582705207169056, -0.004946311470121145, 0.009717325679957867, 0.027854936197400093, 0.0050980220548808575, -0.04618484526872635, -0.03358475863933563, 0.05080658197402954, 0.03051028773188591, 0.04250788316130638, -0.001591511070728302, -0.011244956403970718, -0.01347440667450428, 0.010009457357227802, -0.04618476703763008, 0.06290122866630554, -0.0023244640324264765, -0.05186082422733307, 0.014876460656523705, 0.039313629269599915, -0.022460974752902985, -0.024477077648043633]",0
东西,"[0.03145798668265343, 0.14271637797355652, 0.03512299805879593, -0.06553660333156586, 0.18270692229270935, -0.033017005771398544, 0.12111120671033859, -0.14698660373687744, -0.0695897787809372, -0.0005814406322315335, -0.005642080679535866, 0.012079300358891487, 0.008529223501682281, 0.14148549735546112, -0.11958979070186615, -0.04426685720682144, -0.11472271382808685, -0.1407899409532547, -0.12557865679264069, -0.13013885915279388, 4.594308484229259e-05, 0.07855972647666931, -0.20738670229911804, 0.03892240300774574, -0.12210927158594131, -0.13302327692508698, -0.04714690521359444, -0.2622927725315094, 0.002532136859372258, 0.0651005208492279, -0.008062259294092655, -0.058477360755205154, -0.18667647242546082, 0.13308529555797577, 0.004819393623620272, -0.11247168481349945, -0.10710904747247696, 0.19487738609313965, -0.0500444620847702, 0.08490701019763947, 0.139378160238266, 0.09898436814546585, -0.15164287388324738, 0.023602500557899475, -0.03795459493994713, 0.2400355488061905, -0.15950998663902283, 0.13598400354385376, -0.061906859278678894, 0.06868374347686768, -0.05504320561885834, -0.07018204778432846, 0.014544345438480377, 0.0608549565076828, 0.01537412777543068, -0.02879844605922699, 0.020433655008673668, 0.037515025585889816, -0.01897699385881424, -0.09894031286239624, -0.13588355481624603, -0.11359630525112152, 0.04282744601368904, -0.1230684369802475, -0.1447458118200302, 0.03629422187805176, -0.014385613612830639, 0.13134539127349854, 0.22521613538265228, -0.055783092975616455, -0.007926275953650475, 0.0345868356525898, -0.14404012262821198, 0.18261222541332245, 0.037898533046245575, 0.07155077904462814, 0.17349329590797424, 0.08576928079128265, -0.002363852458074689, 0.012156764045357704, 0.09512202441692352, -0.06641191244125366, -0.10568643361330032, -0.04565197974443436, 0.03062213398516178, 0.1450047492980957, 0.016451489180326462, 0.19143621623516083, -0.05914543196558952, -0.04091441631317139, -0.019741078838706017, -0.004067111760377884, -0.13526390492916107, 0.2203356772661209, 0.0044772932305932045, -0.0682101771235466, -0.05397205427289009, 0.11333408951759338, -0.09276121109724045, -0.1787983775138855]",0
收钱,"[-0.024674000218510628, 0.0375862792134285, -0.01933998428285122, -0.04500709846615791, 0.06868558377027512, -0.020436350256204605, 0.0170549638569355, -0.026890788227319717, -0.04003389924764633, -0.018924569711089134, -0.014059408567845821, 0.00026691172388382256, 0.011373127810657024, 0.0468650683760643, -0.06528257578611374, 0.020704645663499832, -0.020831838250160217, -0.027458492666482925, -0.03759069740772247, -0.07035326212644577, 0.02003917656838894, -0.02366417460143566, -0.028366180136799812, 0.03578581288456917, -0.06004840508103371, -0.04290762543678284, -0.013823695480823517, -0.08458571881055832, 0.006023169029504061, 0.07100865244865417, 0.0038973791524767876, -0.015228443779051304, -0.04110288247466087, 0.054739780724048615, -0.04617917537689209, -0.01955084316432476, -0.011506052687764168, 0.04637692868709564, -0.06859730184078217, 0.03594055771827698, 0.05341748520731926, 0.06233542412519455, -0.08184318244457245, 0.005258950404822826, 0.005496453493833542, 0.05158894509077072, -0.05377960577607155, 0.018386635929346085, -0.03776194527745247, 0.03926295042037964, -0.0657009705901146, 0.004566160496324301, 0.02650412730872631, 0.06276335567235947, 0.01845437102019787, -0.008504842408001423, -0.024638023227453232, 0.03838476166129112, 0.01708909310400486, -0.04605584964156151, -0.0030039253178983927, -0.023719189688563347, -0.009312489069998264, -0.04266827553510666, -0.06438776105642319, 0.04160176217556, -0.022424977272748947, 0.044216904789209366, 0.11213313043117523, -0.02670791745185852, 0.03632066771388054, 0.020966166630387306, -0.04909846559166908, 0.06145409122109413, 0.019158270210027695, -0.002249627374112606, 0.059215374290943146, 0.044213324785232544, -0.001968764467164874, -0.006071294192224741, 0.029480107128620148, 0.012408877722918987, -0.01633043773472309, -0.050599586218595505, -0.0070637669414281845, 0.05377747863531113, 0.05408607795834541, 0.06389890611171722, -0.006805914919823408, -0.015576363541185856, -0.020418602973222733, -0.0008194110123440623, -0.03845800831913948, 0.12122321128845215, 0.007389057893306017, -0.06614220887422562, 0.01927855983376503, 0.050009049475193024, -0.024052070453763008, -0.04423665255308151]",0
希望,"[0.7075669765472412, 0.688652753829956, -0.11837323755025864, -0.31292614340782166, 0.3284202218055725, -0.017695875838398933, 0.694150447845459, -0.5958320498466492, -0.3594678044319153, -0.4648740589618683, -0.04370636120438576, 0.08121828734874725, 0.20685599744319916, 0.017586704343557358, -0.11468342691659927, -0.1779930144548416, -0.2698705494403839, -0.7235053777694702, -0.3825799226760864, -0.4671613574028015, -0.375138521194458, 0.2845572233200073, -1.077769160270691, -0.2755160629749298, -0.41681477427482605, -0.6866617798805237, 0.0895603597164154, -0.7554746866226196, -0.31306299567222595, 0.5765982866287231, -0.17452193796634674, 0.2320336550474167, -0.756309986114502, 0.462682843208313, 0.30004188418388367, 0.003597911214455962, -0.4274052083492279, 1.2759742736816406, -0.03527877852320671, 0.6015929579734802, 0.4036566913127899, 0.36587241291999817, -0.5749885439872742, 0.048449765890836716, -0.0802280381321907, 1.0669960975646973, -0.848949134349823, 0.4942817986011505, -0.21960310637950897, 0.003438592655584216, -0.04068409278988838, -0.03608616068959236, 0.5293798446655273, 0.6728079915046692, -0.02541990950703621, -0.26659151911735535, 0.18138429522514343, 0.4955756962299347, 0.1972350925207138, 0.35983186960220337, -0.34850412607192993, -0.5792316198348999, 0.01523752510547638, -0.5028230547904968, -0.2804560959339142, 0.29200437664985657, -0.359618216753006, 0.3618546724319458, 0.8664138317108154, 0.0030622719787061214, -0.1797357052564621, 0.33363887667655945, -0.9148499369621277, 0.9478604197502136, 0.08880256116390228, -0.05418463796377182, 0.7018177509307861, 0.46860629320144653, -0.4012511372566223, 0.2056889832019806, 0.12206872552633286, 0.5592165589332581, 0.08905278891324997, -0.19572806358337402, -0.306453675031662, 0.8613347411155701, 0.026178013533353806, 0.8578979969024658, -0.3725338876247406, -0.3116794228553772, -0.0468192882835865, 0.015358745120465755, -1.1181342601776123, 1.1197038888931274, 0.034153591841459274, -0.26019102334976196, -0.43188562989234924, 0.609703540802002, 0.06385385245084763, -0.6851258873939514]",0
解决,"[0.19598376750946045, 0.49930688738822937, -0.15108799934387207, -0.36423128843307495, 0.5428603887557983, 0.006549800746142864, 0.3652195632457733, -0.4928057789802551, -0.24857333302497864, -0.33399698138237, -0.15495869517326355, -0.059251848608255386, 0.14910590648651123, 0.13943752646446228, -0.21726037561893463, -0.021548891440033913, -0.15557006001472473, -0.367656409740448, -0.30827319622039795, -0.5154121518135071, -0.25897887349128723, -0.03746951371431351, -0.5805066823959351, 0.1398618519306183, -0.5239096283912659, -0.36645597219467163, -0.20234867930412292, -0.6152962446212769, 0.03469056636095047, 0.4777853786945343, -0.13533568382263184, 0.03299706429243088, -0.5633314847946167, 0.4464542269706726, -0.1493462473154068, -0.0989503413438797, -0.055517684668302536, 0.7809898853302002, -0.21809059381484985, 0.48235970735549927, 0.44974038004875183, 0.43173545598983765, -0.663070559501648, 0.040590763092041016, 0.04076912999153137, 0.7694666385650635, -0.5565361380577087, 0.3691917955875397, -0.34031495451927185, 0.06460213661193848, -0.1726451963186264, -0.06429145485162735, 0.2729438245296478, 0.5396363735198975, 0.18444156646728516, -0.21624906361103058, -0.03676433488726616, 0.5854483842849731, 0.0906413272023201, 0.0020742539782077074, -0.2476012110710144, -0.4136941730976105, 0.0388878732919693, -0.3549754023551941, -0.27464839816093445, 0.22235403954982758, -0.14351698756217957, 0.3581397533416748, 0.6716440320014954, -0.17079918086528778, 0.0804191380739212, 0.2903745472431183, -0.5763648152351379, 0.8317787051200867, 0.1695294827222824, -0.03268233686685562, 0.6569036841392517, 0.41854560375213623, -0.25257962942123413, 0.1650877147912979, 0.19304227828979492, 0.23777753114700317, -0.08802178502082825, -0.30544763803482056, -0.225340336561203, 0.7475588917732239, 0.24594266712665558, 0.6193695068359375, -0.27116936445236206, -0.2837701439857483, -0.06169016659259796, -0.001182190841063857, -0.6817423701286316, 1.0764168500900269, -0.11630324274301529, -0.5066996812820435, -0.07851061969995499, 0.5419681668281555, -0.20320910215377808, -0.461465060710907]",0
m3,"[0.05136081576347351, 0.0827593058347702, 0.09517215192317963, -0.05341140553355217, 0.13803482055664062, -0.2358352690935135, 0.0681169331073761, -0.11663880944252014, 0.0007879197946749628, 0.106268011033535, -0.020504100248217583, -0.012789404951035976, 0.051399391144514084, 0.17679479718208313, -0.17100057005882263, -0.005036562215536833, 0.01439789030700922, 0.03852369263768196, -0.11340832710266113, -0.06672530621290207, -0.049406588077545166, 0.17027592658996582, -0.024333531036973, -0.08814037591218948, 0.061373718082904816, -0.08682042360305786, -0.04766432195901871, -0.1029660552740097, -0.10237209498882294, 0.11469808220863342, -0.04572213441133499, 0.20562618970870972, -0.3847842514514923, -0.035200003534555435, 0.14336887001991272, -0.14404049515724182, -0.20239590108394623, 0.06047365441918373, -0.14942850172519684, 0.062218040227890015, 0.10546205937862396, 0.008580166846513748, -0.059045493602752686, -0.15246225893497467, -0.3099533021450043, 0.11761969327926636, -0.21047912538051605, 0.1860969364643097, -0.14593903720378876, 0.2048017829656601, -0.05147559195756912, -0.027231039479374886, -0.06477268040180206, 0.1728905588388443, 0.24456293880939484, 0.02251536399126053, -0.039712801575660706, -0.12459632009267807, 0.01103170495480299, -0.08965388685464859, 0.0005284881917759776, 0.013835115358233452, -0.02169916406273842, 0.05418695881962776, -0.06007664278149605, 0.1550108790397644, 0.020521091297268867, 0.015543680638074875, 0.201861172914505, -0.17938736081123352, -0.007504988461732864, -0.14920343458652496, 0.1103903278708458, 0.16888386011123657, -0.2214256376028061, 0.10077722370624542, -0.00859505869448185, -0.12253718078136444, 0.2229110300540924, 0.003046817146241665, 0.04286229610443115, -0.09624044597148895, -0.028913842514157295, 0.05939311534166336, -0.0020947393495589495, -0.049424730241298676, 0.065421923995018, -0.006541735026985407, -0.1549980491399765, -0.024908652529120445, 0.14175952970981598, -0.09056492149829865, -0.11779951304197311, 0.110554538667202, 0.08972981572151184, 0.01684103161096573, 0.09447480738162994, 0.09901285916566849, 0.021038204431533813, -0.21018058061599731]",0
街区,"[-0.009682197123765945, 0.012219700030982494, 0.00029960862593725324, -0.011919471435248852, 0.03532024845480919, -0.005221456289291382, -0.0002589476644061506, -0.013811815530061722, -0.008215467445552349, -0.0018157183658331633, 0.0029901068191975355, 0.0007968603749759495, -0.012315594591200352, 0.025417465716600418, -0.03527076169848442, -0.014238918200135231, -0.027389174327254295, -0.028909679502248764, -0.034289125353097916, -0.027601076290011406, -0.003325240220874548, 0.024492328986525536, -0.055242303758859634, 0.012889047153294086, -0.029275869950652122, -0.038977112621068954, -0.008076518774032593, -0.03670563921332359, 0.001503083505667746, 0.014700612984597683, 0.02140946500003338, -0.02602052129805088, -0.023747602477669716, 0.028343437239527702, -0.0020911586470901966, -0.023924127221107483, -0.026653742417693138, 0.024873042479157448, -0.02177179418504238, 0.003580913646146655, 0.028219811618328094, 0.01866956055164337, -0.023073382675647736, 0.017923051491379738, 0.001030217856168747, 0.037628836929798126, -0.010722102597355843, 0.01951397955417633, -0.014122691936790943, 0.026944981887936592, -0.04465637356042862, -0.007255526725202799, 0.005647123325616121, -0.004695274867117405, 0.0006676978664472699, -0.015238724648952484, 0.00045411346945911646, -0.0024588564410805702, 0.013753070496022701, -0.016224520280957222, -0.022881129756569862, -0.01858687587082386, 0.006113626528531313, -0.02249385043978691, -0.02802349627017975, 0.0072843162342906, -0.003327570855617523, 0.028045328333973885, 0.03620130196213722, -0.005053421948105097, -0.003995631355792284, 0.016879364848136902, -0.03098735585808754, 0.042767997831106186, 0.0005679014138877392, 0.008396302349865437, 0.02748130075633526, 0.011593053117394447, -0.0009936095448210835, -0.0009062315803021193, 0.01628679409623146, -0.007358910515904427, -0.014496579766273499, -0.019818469882011414, 0.0028951119165867567, 0.03454522415995598, 0.0006042014574632049, 0.03981580585241318, -0.011179584078490734, 0.011659996584057808, 0.00025959571939893067, 0.0021623121574521065, -0.015739968046545982, 0.026588963344693184, 0.003040040610358119, -0.008991134352982044, 0.013473302125930786, 0.01362626627087593, -0.024672891944646835, -0.02778129279613495]",0
历来,"[-0.017959196120500565, 0.0022689455654472113, -0.00830805953592062, -0.023977991193532944, 0.03329776972532272, 0.00016997444618027657, 0.009378420189023018, -0.012026457116007805, -0.005749478004872799, 3.8485610275529325e-05, 0.013192127458751202, -0.006195853929966688, -0.011719837784767151, 0.009998522698879242, -0.03190096467733383, -0.009849248453974724, -0.02508319541811943, -0.02720392495393753, -0.022775478661060333, -0.04417018964886665, -0.010638732463121414, 0.021849500015378, -0.04834538325667381, 0.014517921023070812, -0.02866065688431263, -0.03586837649345398, -0.007614148780703545, -0.04148827865719795, 0.010156713426113129, 0.020614391192793846, 0.002812977647408843, -0.029767446219921112, -0.0108534786850214, 0.041175320744514465, -0.008471135050058365, -0.02879556082189083, -0.02381299063563347, 0.032895658165216446, -0.023775845766067505, 0.0025105129461735487, 0.029116079211235046, 0.020832661539316177, -0.030149010941386223, 0.021250814199447632, 0.013017409481108189, 0.039776597172021866, -0.011545189656317234, 0.019917601719498634, -0.011521062813699245, 0.013286035507917404, -0.04846585541963577, -0.0051222555339336395, 0.012438560836017132, 0.003819126635789871, -0.0038457599002867937, -0.017023542895913124, -0.003053730819374323, 0.011887555941939354, 0.022949829697608948, -0.01830151490867138, -0.015348425135016441, -0.026972992345690727, 0.0037716899532824755, -0.02951364405453205, -0.022028176113963127, 0.014676771126687527, 0.0036958816926926374, 0.03363587334752083, 0.047333888709545135, -0.001293384237214923, 0.008632846176624298, 0.026538681238889694, -0.04163799807429314, 0.04306797683238983, -0.0021195090375840664, 0.0008431673049926758, 0.0379028245806694, 0.0304295402020216, -0.008016353473067284, 0.0022309536579996347, 0.01052258349955082, 0.004236928187310696, -0.013435632921755314, -0.0283342357724905, 0.0037653495091944933, 0.04185532405972481, 0.015976686030626297, 0.04447626322507858, -0.009196248836815357, 0.007085740100592375, 0.005814880132675171, 0.009256720542907715, -0.017211303114891052, 0.04709501564502716, -0.004528318531811237, -0.008965558372437954, 0.013641221448779106, 0.011022438295185566, -0.028626179322600365, -0.019061097875237465]",0
上门,"[0.0515575148165226, 0.039635106921195984, 0.0003981059417128563, -0.00899047777056694, 0.07380212098360062, -0.020644979551434517, 0.002276624785736203, -0.031075868755578995, -0.04645807296037674, -0.006840070243924856, -0.051094964146614075, 0.040385495871305466, -0.007882044650614262, 0.08167095482349396, -0.05154719948768616, 0.018346160650253296, -0.0268008504062891, -0.02659914270043373, -0.048551492393016815, -0.052351780235767365, -0.03676526993513107, 0.03508618101477623, -0.07846119999885559, 0.021450119093060493, -0.03437243402004242, -0.012821109034121037, 0.007629563100636005, -0.08962897956371307, -0.05898082256317139, 0.0348176546394825, 0.01917661540210247, 0.0219653882086277, -0.09112810343503952, 0.01404726505279541, 0.04899482801556587, -0.02776199020445347, -0.009361645206809044, 0.055142275989055634, -0.027220776304602623, 0.046088553965091705, 0.06266218423843384, 0.0038811340928077698, 0.010377653874456882, -0.02252056822180748, -0.06273964792490005, 0.07319729030132294, -0.0452607162296772, 0.07313110679388046, -0.04551823437213898, 0.05640137568116188, -0.017098065465688705, -0.029789770022034645, 0.019363265484571457, 0.0017821062356233597, 0.07444137334823608, -0.013579812832176685, 0.020869938656687737, -0.008614434860646725, -0.03708676993846893, 0.020043356344103813, -0.021107783541083336, -0.0210135355591774, -0.00172714376822114, 0.03389919921755791, -0.043112773448228836, 0.024458423256874084, -0.006451085209846497, 0.04258217662572861, 0.03360215574502945, -0.050963882356882095, -0.04292141646146774, -0.013399116694927216, 0.0014727815287187696, 0.07790185511112213, -0.010903538204729557, 0.025573700666427612, 0.07554012537002563, -0.004470788408070803, 0.02213718742132187, 0.008693032898008823, 0.014086324721574783, -0.04408501088619232, -0.031182533130049706, 0.01762552373111248, 0.039099227637052536, 0.04273606836795807, -0.014017844572663307, 0.05122019723057747, -0.06716013699769974, -0.003472779178991914, 0.027160167694091797, -0.04467074200510979, -0.033957988023757935, 0.06342323124408722, -0.00154442701023072, -0.007836805656552315, -0.0016942755319178104, 0.04195818677544594, -0.02247641421854496, -0.07154744863510132]",0
